"","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant species family","Plant species","Pollinator variable measure","Reproductive succes measure","Response","Nc visits","Nt visits","Escala_visitas","Nc sp. Poll","Nt sp. Poll","Obs/Exp","N","Escala N","N control","N treat","Measure used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas C","Visitas T","Unidad de tiempo de visitas","Country","Obs","Tiempo muestreo","Genus"
"47",NA,3,4,"Albrecht, Matthias; Duelli, Peter; Obrist, Martin K.; Kleijn, David; Schmid, Bernhard",2009,"Effective Long-Distance Pollen Dispersal in Centaurea jacea","10.1371/journal.pone.0006751","Aargau","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"bees","Asteraceae","Centaurea jacea","Bees abundance","seed set","positive",NA,NA,NA,NA,NA,"Exp",38,NA,NA,NA,"F","7.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Centaurea"
"48",NA,3,5,"Albrecht, Matthias; Duelli, Peter; Obrist, Martin K.; Kleijn, David; Schmid, Bernhard",2009,"Effective Long-Distance Pollen Dispersal in Centaurea jacea","10.1371/journal.pone.0006751","Aargau","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Flies","Asteraceae","Centaurea jacea","Flies abundance","seed set","neutral",NA,NA,NA,NA,NA,"Exp",38,NA,NA,NA,"F","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Centaurea"
"49",NA,3,6,"Albrecht, Matthias; Duelli, Peter; Obrist, Martin K.; Kleijn, David; Schmid, Bernhard",2009,"Effective Long-Distance Pollen Dispersal in Centaurea jacea","10.1371/journal.pone.0006751","Aargau","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"small-sized pollinator","Asteraceae","Centaurea jacea","small-sized pollinator abundance","seed set","positive",NA,NA,NA,NA,NA,"Exp",38,NA,NA,NA,"F","7.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Centaurea"
"50",NA,3,7,"Albrecht, Matthias; Duelli, Peter; Obrist, Martin K.; Kleijn, David; Schmid, Bernhard",2009,"Effective Long-Distance Pollen Dispersal in Centaurea jacea","10.1371/journal.pone.0006751","Aargau","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"large-sized pollinator","Asteraceae","Centaurea jacea","large-sized pollinator abundance","seed set","positive",NA,NA,NA,NA,NA,"Exp",38,NA,NA,NA,"F","11.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Centaurea"
"51","83",4,1,"Albrecht, Matthias; Schmid, Bernhard; Hautier, Yann; Mueller, Christine B.",2012,"Diverse pollinator communities enhance plant reproductive success","10.1098/rspb.2012.1621",NA,"Temperate Broadleaf & Mixed Forests","Experimental",NA,"all visitors","Brassicaceae","Raphanus sativus","Functional group richness","seed set","positive",NA,NA,NA,"3","1","Exp",35,NA,NA,NA,"F","9.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Raphanus"
"52",NA,4,2,"Albrecht, Matthias; Schmid, Bernhard; Hautier, Yann; Mueller, Christine B.",2012,"Diverse pollinator communities enhance plant reproductive success","10.1098/rspb.2012.1621",NA,"Temperate Broadleaf & Mixed Forests","Experimental",NA,"all visitors","Brassicaceae","Raphanus sativus","Functional group richness","fruit set","positive",NA,NA,NA,"3","1","Exp",35,NA,NA,NA,"F","10.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Raphanus"
"53",NA,4,3,"Albrecht, Matthias; Schmid, Bernhard; Hautier, Yann; Mueller, Christine B.",2012,"Diverse pollinator communities enhance plant reproductive success","10.1098/rspb.2012.1621",NA,"Temperate Broadleaf & Mixed Forests","Experimental",NA,"all visitors","Brassicaceae","Raphanus sativus","Pollinator richness","seed set","neutral",NA,NA,NA,"9","1","Exp",35,NA,NA,NA,"F","1.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Raphanus"
"54",NA,4,4,"Albrecht, Matthias; Schmid, Bernhard; Hautier, Yann; Mueller, Christine B.",2012,"Diverse pollinator communities enhance plant reproductive success","10.1098/rspb.2012.1621",NA,"Temperate Broadleaf & Mixed Forests","Experimental",NA,"all visitors","Brassicaceae","Raphanus sativus","Pollinator richness","fruit set","neutral",NA,NA,NA,"9","1","Exp",35,NA,NA,NA,"F","0.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Switzerland",NA,NA,"Raphanus"
"55","96",5,1,"Alomar, David; Gonzalez-Estevez, Miguel A.; Traveset, Anna; Lazaro, Amparo",2018,"The intertwined effects of natural vegetation, local flower community, and pollinator diversity on the production of almond trees","10.1016/j.agee.2018.05.004","Mallorca","Mediterranean Forests, Woodlands & Scrub","Agricultural",NA,"all visitors","Rosaceae","Prunus dulcis","Pollinator species diversity (inverse simpson)","fruit set","positive",NA,NA,NA,NA,NA,"Obs",360,NA,NA,NA,"X2","4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spain",NA,NA,"Prunus"
"56","125",6,1,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Fabaceae","Sophora microphylla","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Obs",1151,NA,754,397,"X2","31.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Sophora"
"57",NA,6,2,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Myrtaceae","Metrosideros excelsa","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Obs",3880,NA,2173,1707,"X2","337.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Metrosideros"
"58",NA,6,4,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Pittosporaceae","Pittosporum crassifolium","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Obs",145,NA,107,38,"X2","19.600000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Pittosporum"
"59",NA,6,7,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Loganiaceae","Geniostoma ligustrifolium","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Obs",16350,NA,9200,7150,"X2","61.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Geniostoma"
"60",NA,6,8,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Araliaceae","Neopanax arboreus","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Obs",46434,NA,29647,16787,"X2","9577.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Neopanax"
"61","126",7,1,"Anderson, Sandra H.; Kelly, Dave; Ladley, Jenny J.; Molloy, Sue; Terry, Jon",2011,"Cascading Effects of Bird Functional Extinction Reduce Pollination and Plant Density","10.1126/science.1199092","Auckland and Wenderholm","Temperate Broadleaf & Mixed Forests","Forest",NA,"tui, bellbirds, stichbirds, silvereyes","Gesneriaceae","Rhabdothamnus solandri","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Obs",240,NA,NA,NA,"F","25.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Rhabdothamnus"
"62","140",8,1,"Antiqueira, Pablo A. P.; de Omena, Paula M.; Goncalves-Souza, Thiago; Vieira, Camila; Migliorini, Gustavo H.; Kersch-Becker, Monica F.; Bernabe, Tiago N.; Recalde, Fatima C.; Benavides-Gordillo, Sandra; Romero, Gustavo Q.",2020,"Precipitation and predation risk alter the diversity and behavior of pollinators and reduce plant fitness","10.1007/s00442-020-04612-0","Serra do Japi","Tropical & Subtropical Moist Broadleaf Forests","Forest",NA,"all visitors","Rosaceae","Rubus rosifolius","Pollinator richness","fruit weight","positive",NA,NA,NA,"7","1","Obs",40,NA,NA,NA,"SEM coefficient","0.23200000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Rubus"
"63",NA,NA,2,"Antiqueira, Pablo A. P.; de Omena, Paula M.; Goncalves-Souza, Thiago; Vieira, Camila; Migliorini, Gustavo H.; Kersch-Becker, Monica F.; Bernabe, Tiago N.; Recalde, Fatima C.; Benavides-Gordillo, Sandra; Romero, Gustavo Q.",2021,"Precipitation and predation risk alter the diversity and behavior of pollinators and reduce plant fitness","10.1007/s00442-020-04612-1","Serra do Japi","Tropical & Subtropical Moist Broadleaf Forests","Forest",NA,"all visitors","Rosaceae","Rubus rosifolius","pollinator visitation rate","seed set","positive",NA,NA,NA,NA,NA,"Obs",40,NA,NA,NA,"SEM coefficient","0.436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Rubus"
"64","152",9,1,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Honeybee","Ericaceae","Vaccinium angustifolium","Honeybee abundance","seed set","positive",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"R2","0.24 (β 0.23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"65",NA,9,2,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Honeybee","Ericaceae","Vaccinium angustifolium","Honeybee abundance","fruit weight","positive",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"R2","0.53 (β 0.07)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"66",NA,9,3,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Honeybee","Ericaceae","Vaccinium angustifolium","Honeybee abundance","fruit set","positive",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"R2","0.16 (β 0.12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"67",NA,9,4,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"wild bees","Ericaceae","Vaccinium angustifolium","Native bee abundance","seed set","neutral",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"Pearson r","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"68",NA,9,5,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"wild bees","Ericaceae","Vaccinium angustifolium","Native bee abundance","fruit set","neutral",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"Pearson r","0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"69",NA,9,6,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"wild bees","Ericaceae","Vaccinium angustifolium","Native bee abundance","fruit weight","positive",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"Pearson r","0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"70",NA,9,7,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Native insects","Ericaceae","Vaccinium angustifolium","Native insect abundance","seed set","neutral",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"Pearson r","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"71",NA,9,8,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Native insects","Ericaceae","Vaccinium angustifolium","Native insect abundance","fruit set","neutral",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"Pearson r","-0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"72",NA,9,9,"Aras, P.; deOliveira, D.; Savoie, L.",1996,"Effect of a honey bee (Hymenoptera: Apidae) gradient on the pollination and yield of lowbush blueberry","10.1093/jee/89.5.1080","Notre Dame du Rosaire","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Native insects","Ericaceae","Vaccinium angustifolium","Native insect abundance","fruit weight","neutral",NA,NA,NA,NA,NA,"Obs",50,NA,NA,NA,"Pearson r","0.28999999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Vaccinium"
"73","163",10,1,"Arena, Gina; Symes, Craig T.; Witkowski, E. T. F.",2013,"The birds and the seeds: opportunistic avian nectarivores enhance reproduction in an endemic montane aloe","10.1007/s11258-012-0144-z","Pretoria","Tropical & Subtropical Grasslands, Savannas & Shrublands","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Asphodelaceae","Aloe plegerae","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Obs",38,NA,19,19,NA,NA,NA,"38.299999999999997","16.899999999999999",NA,"3.1","3.2",NA,NA,NA,"South Africa",NA,NA,"Aloe"
"74",NA,10,2,"Arena, Gina; Symes, Craig T.; Witkowski, E. T. F.",2013,"The birds and the seeds: opportunistic avian nectarivores enhance reproduction in an endemic montane aloe","10.1007/s11258-012-0144-z","Pretoria","Tropical & Subtropical Grasslands, Savannas & Shrublands","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Asphodelaceae","Aloe plegerae","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Obs",38,NA,19,19,NA,NA,NA,"40","12","%","6.25","3.58",NA,NA,NA,"South Africa",NA,NA,"Aloe"
"75",NA,10,3,"Arena, Gina; Symes, Craig T.; Witkowski, E. T. F.",2013,"The birds and the seeds: opportunistic avian nectarivores enhance reproduction in an endemic montane aloe","10.1007/s11258-012-0144-z","Pretoria","Tropical & Subtropical Grasslands, Savannas & Shrublands","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Asphodelaceae","Aloe plegerae","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Obs",38,NA,19,19,NA,NA,NA,"3869","497",NA,"519","139",NA,NA,NA,"South Africa",NA,NA,"Aloe"
"76","172",11,1,"Arizaga, S.; Ezcurra, E.; Peters, E.; de Arellano, F. R.; Vega, E.",2000,"Pollination ecology of Agave macroacantha (Agavaceae) in a Mexican tropical desert. II. The role of pollinators","10.2307/2657001","Zapotitlán Salinas","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal flying exclusion","all visitors","Agavaceae","Agave macroacantha","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",6,NA,3,3,NA,NA,NA,"126.06","62.28",NA,"31.34","9.07",NA,NA,NA,"Mexico",NA,NA,"Agave"
"77",NA,11,2,"Arizaga, S.; Ezcurra, E.; Peters, E.; de Arellano, F. R.; Vega, E.",2000,"Pollination ecology of Agave macroacantha (Agavaceae) in a Mexican tropical desert. II. The role of pollinators","10.2307/2657001","Zapotitlán Salinas","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal flying exclusion","all visitors","Agavaceae","Agave macroacantha","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",6,NA,3,3,NA,NA,NA,"16.39","12.12",NA,"1.54","3.71",NA,NA,NA,"Mexico",NA,NA,"Agave"
"78","188",12,1,"Artz, D. R.; Waddington, K. D.",2006,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)","10.1111/j.1365-2745.2006.01109.x","Florida","Flooded Grasslands & Savannas","Marsh",NA,"all visitors","Apocynaceae","Asclepias lanceolata","Species richness and number of individuals","fruit set","positive",NA,NA,NA,NA,NA,"Obs",40,NA,NA,NA,"F","3.7160000000000002","3",NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Asclepias"
"79",NA,12,2,"Artz, D. R.; Waddington, K. D.",2006,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)","10.1111/j.1365-2745.2006.01109.x","Florida","Flooded Grasslands & Savannas","Marsh",NA,"all visitors","Apocynaceae","Asclepias lanceolata","Species richness and number of individuals","fruit set","positive",NA,NA,NA,NA,NA,"Obs",48,NA,NA,NA,"F","4.8890000000000002","3",NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Asclepias"
"80",NA,12,3,"Artz, D. R.; Waddington, K. D.",2006,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)","10.1111/j.1365-2745.2006.01109.x","Florida","Flooded Grasslands & Savannas","Marsh",NA,"all visitors","Apocynaceae","Asclepias lanceolata","Species richness and number of individuals","fruit set","positive",NA,NA,NA,NA,NA,"Obs",22,NA,NA,NA,"F","7.68","1",NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Asclepias"
"81",NA,12,4,"Artz, D. R.; Waddington, K. D.",2006,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)","10.1111/j.1365-2745.2006.01109.x","Florida","Flooded Grasslands & Savannas","Marsh",NA,"all visitors","Apocynaceae","Asclepias lanceolata","Species richness and number of individuals","seed set","positive",NA,NA,NA,NA,NA,"Obs",22,NA,NA,NA,"F","14.686","1",NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Asclepias"
"82",NA,12,5,"Artz, D. R.; Waddington, K. D.",2006,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)","10.1111/j.1365-2745.2006.01109.x","Florida","Flooded Grasslands & Savannas","Marsh",NA,"all visitors","Apocynaceae","Asclepias lanceolata","Species richness and number of individuals","seed set","positive",NA,NA,NA,NA,NA,"Obs",40,NA,NA,NA,"R2","0.19800000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Asclepias"
"83",NA,12,6,"Artz, D. R.; Waddington, K. D.",2006,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)","10.1111/j.1365-2745.2006.01109.x","Florida","Flooded Grasslands & Savannas","Marsh",NA,"all visitors","Apocynaceae","Asclepias lanceolata","Species richness and number of individuals","seed set","positive",NA,NA,NA,NA,NA,"Obs",48,NA,NA,NA,"R2","0.33400000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Asclepias"
"84","194",13,1,"Ashman, T. L.; King, E. A.",2005,"Are flower-visiting ants mutualists or antagonists? A study in a gynodioecious wild strawberry","10.3732/ajb.92.5.891","Pennsylvania","Temperate Broadleaf & Mixed Forests","Experimental",NA,"all visitors","Rosaceae","Fragaria virginiana","Pollinator guild diversity","fruit set","Neutral",NA,NA,NA,NA,NA,"Exp",140,NA,NA,NA,"F","1.59","2",NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Fragaria"
"85",NA,13,2,"Ashman, T. L.; King, E. A.",2005,"Are flower-visiting ants mutualists or antagonists? A study in a gynodioecious wild strawberry","10.3732/ajb.92.5.891","Pennsylvania","Temperate Broadleaf & Mixed Forests","Experimental",NA,"all visitors","Rosaceae","Fragaria virginiana","Pollinator guild diversity","seed set","Neutral",NA,NA,NA,NA,NA,"Exp",140,NA,NA,NA,"F","1.54","2",NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Fragaria"
